Gender,Grade,High School,School ID,Student ID,Student Name,Type,Budget,Math Score,Reading Score,Size
F,12th,Rodriguez,11,29012,Chelsea Thomas,District,2547363,95,68,3999
F,12th,Rodriguez,11,28891,Linda Simmons,District,2547363,95,68,3999
F,12th,Rodriguez,11,26702,Roberta Garcia MD,District,2547363,95,68,3999
F,12th,Rodriguez,11,26966,Christine Navarro,District,2547363,96,68,3999
F,12th,Rodriguez,11,28234,Lisa Campbell,District,2547363,98,68,3999
F,12th,Rodriguez,11,26041,Patricia Escobar,District,2547363,98,68,3999
F,12th,Rodriguez,11,27647,Christina Reed,District,2547363,99,68,3999
F,12th,Rodriguez,11,27998,Lisa Long,District,2547363,62,69,3999
F,12th,Rodriguez,11,28222,Melissa Wallace,District,2547363,63,69,3999
F,12th,Rodriguez,11,26556,Anna Guzman,District,2547363,79,69,3999
F,12th,Rodriguez,11,27111,Catherine Wright,District,2547363,79,69,3999
F,12th,Rodriguez,11,29892,Carol Navarro,District,2547363,93,69,3999
F,12th,Rodriguez,11,27766,Tracey Stanley,District,2547363,96,69,3999
F,12th,Rodriguez,11,28779,Jennifer Tate,District,2547363,65,70,3999
F,12th,Rodriguez,11,28175,Kelly Gutierrez,District,2547363,75,70,3999
F,12th,Rodriguez,11,29238,Andrea Morales,District,2547363,83,70,3999
F,12th,Rodriguez,11,26744,Cassandra Howell,District,2547363,93,70,3999
F,12th,Rodriguez,11,29942,Jane Hurley,District,2547363,96,70,3999
F,12th,Rodriguez,11,29536,Caitlin Jacobson,District,2547363,55,71,3999
F,12th,Rodriguez,11,26715,Andrea West,District,2547363,60,71,3999
F,12th,Rodriguez,11,29405,Barbara Thomas,District,2547363,60,71,3999
F,12th,Rodriguez,11,27353,Jessica Roberts,District,2547363,61,71,3999
F,12th,Rodriguez,11,26778,Lorraine Rodriguez,District,2547363,62,71,3999
F,12th,Rodriguez,11,26954,Sarah Henderson,District,2547363,70,71,3999
F,12th,Rodriguez,11,27125,Rebecca Chen,District,2547363,71,71,3999
F,12th,Rodriguez,11,26204,Autumn Kirby,District,2547363,73,71,3999
F,12th,Rodriguez,11,28249,Jo Wallace,District,2547363,80,71,3999
F,12th,Rodriguez,11,29419,Shelly Holmes,District,2547363,80,71,3999
F,12th,Rodriguez,11,28930,Amber Silva,District,2547363,81,71,3999
F,12th,Rodriguez,11,28995,Tracy Schneider,District,2547363,82,71,3999
F,12th,Rodriguez,11,29600,Laura Williams,District,2547363,84,71,3999
F,12th,Rodriguez,11,27419,Mrs. Kimberly Brandt,District,2547363,88,71,3999
F,12th,Rodriguez,11,27587,Nina Oconnor,District,2547363,94,71,3999
F,12th,Rodriguez,11,27354,Samantha Mccullough,District,2547363,55,72,3999
F,12th,Rodriguez,11,27676,Dorothy Crosby,District,2547363,61,72,3999
F,12th,Rodriguez,11,26335,Elizabeth Ford,District,2547363,61,72,3999
F,12th,Rodriguez,11,28484,Megan Cardenas,District,2547363,62,72,3999
F,12th,Rodriguez,11,26476,Rebecca Wright,District,2547363,63,72,3999
F,12th,Rodriguez,11,29412,Susan Velez,District,2547363,65,72,3999
F,12th,Rodriguez,11,28236,Melissa Gross,District,2547363,68,72,3999
F,12th,Rodriguez,11,27028,Sandra Burton,District,2547363,71,72,3999
F,12th,Rodriguez,11,27241,Erica Fields,District,2547363,76,72,3999
F,12th,Rodriguez,11,26748,Nancy Nielsen,District,2547363,92,72,3999
F,12th,Rodriguez,11,27184,Tracy Pitts,District,2547363,93,72,3999
F,12th,Rodriguez,11,27785,Jennifer Mitchell,District,2547363,97,72,3999
F,12th,Rodriguez,11,28104,Nancy Ramsey,District,2547363,98,72,3999
F,12th,Rodriguez,11,26440,Teresa Wright,District,2547363,65,73,3999
F,12th,Rodriguez,11,29966,Katherine Gibbs,District,2547363,66,73,3999
F,12th,Rodriguez,11,27712,Katie Alvarado,District,2547363,68,73,3999
F,12th,Rodriguez,11,28918,Cynthia Weaver,District,2547363,78,73,3999
F,12th,Rodriguez,11,27439,Dawn Jones,District,2547363,81,73,3999
F,12th,Rodriguez,11,27688,Monica Dean DDS,District,2547363,85,73,3999
F,12th,Rodriguez,11,28838,Jessica Mcclain,District,2547363,99,73,3999
F,12th,Rodriguez,11,28713,Tracy Hayes,District,2547363,99,73,3999
F,12th,Rodriguez,11,27704,Samantha Johnson,District,2547363,57,74,3999
F,12th,Rodriguez,11,28633,Denise Gonzalez,District,2547363,63,74,3999
F,12th,Rodriguez,11,29423,Laura Brady,District,2547363,63,74,3999
F,12th,Rodriguez,11,29731,Gina Moss,District,2547363,67,74,3999
F,12th,Rodriguez,11,29183,Jennifer Simmons,District,2547363,73,74,3999
F,12th,Rodriguez,11,26706,Erin Conrad DVM,District,2547363,74,74,3999
F,12th,Rodriguez,11,29045,Kimberly Morales,District,2547363,81,74,3999
F,12th,Rodriguez,11,28430,Mikayla Mills,District,2547363,93,74,3999
F,12th,Rodriguez,11,26393,Katrina Yang,District,2547363,94,74,3999
F,12th,Rodriguez,11,26853,Jody Wells,District,2547363,97,74,3999
F,12th,Rodriguez,11,28299,Catherine Ramirez,District,2547363,99,74,3999
F,12th,Rodriguez,11,27689,Diane Perkins,District,2547363,99,74,3999
F,12th,Rodriguez,11,29756,Julia Durham,District,2547363,77,75,3999
F,12th,Rodriguez,11,27866,Sue Pratt,District,2547363,79,75,3999
F,12th,Rodriguez,11,27431,Whitney Powell,District,2547363,83,75,3999
F,12th,Rodriguez,11,27285,Kelli Hernandez,District,2547363,87,75,3999
F,12th,Rodriguez,11,28303,Miss Ashley Howell,District,2547363,93,75,3999
F,12th,Rodriguez,11,28420,Jessica Ford,District,2547363,98,75,3999
F,12th,Rodriguez,11,28833,Samantha Jackson,District,2547363,55,76,3999
F,12th,Rodriguez,11,29738,Cindy Dominguez,District,2547363,58,76,3999
F,12th,Rodriguez,11,26456,Anita Smith,District,2547363,59,76,3999
F,12th,Rodriguez,11,30030,Gina Blevins,District,2547363,62,76,3999
F,12th,Rodriguez,11,26124,Pamela Jones,District,2547363,65,76,3999
F,12th,Rodriguez,11,29576,Sharon Friedman,District,2547363,73,76,3999
F,12th,Rodriguez,11,27536,Danielle Estrada,District,2547363,81,76,3999
F,12th,Rodriguez,11,28261,Haley Oliver,District,2547363,85,76,3999
F,12th,Rodriguez,11,28642,Sarah Jackson,District,2547363,58,77,3999
F,12th,Rodriguez,11,27509,Julia Miller,District,2547363,63,77,3999
F,12th,Rodriguez,11,27591,Karen Hernandez,District,2547363,74,77,3999
F,12th,Rodriguez,11,26645,Shirley Miller,District,2547363,74,77,3999
F,12th,Rodriguez,11,26441,Tabitha Ward,District,2547363,81,77,3999
F,12th,Rodriguez,11,28395,Ann Sheppard,District,2547363,83,77,3999
F,12th,Rodriguez,11,27711,Veronica Wiley,District,2547363,84,77,3999
F,12th,Rodriguez,11,29179,Dawn Torres,District,2547363,85,77,3999
F,12th,Rodriguez,11,27069,Monique Contreras,District,2547363,90,77,3999
F,12th,Rodriguez,11,29893,Victoria Gutierrez,District,2547363,98,77,3999
F,12th,Rodriguez,11,27472,Mikayla Collins,District,2547363,58,78,3999
F,12th,Rodriguez,11,29557,Cheryl Herrera,District,2547363,69,78,3999
F,12th,Rodriguez,11,26959,Karen Perry,District,2547363,70,78,3999
F,12th,Rodriguez,11,27824,Melissa Copeland,District,2547363,77,78,3999
F,12th,Rodriguez,11,27608,Dana Mills,District,2547363,87,78,3999
F,12th,Rodriguez,11,27002,Julia Hammond,District,2547363,93,78,3999
F,12th,Rodriguez,11,28305,Victoria Atkins,District,2547363,94,78,3999
F,12th,Rodriguez,11,29818,Donna Gutierrez,District,2547363,95,78,3999
F,12th,Rodriguez,11,27454,Alicia Burnett,District,2547363,63,79,3999
F,12th,Rodriguez,11,28676,Deborah Gonzalez,District,2547363,68,79,3999
F,12th,Rodriguez,11,28373,Kelly Novak,District,2547363,72,79,3999
F,12th,Rodriguez,11,27779,Laurie Decker,District,2547363,74,79,3999
F,12th,Rodriguez,11,27776,Barbara Williams,District,2547363,76,79,3999
F,12th,Rodriguez,11,27239,Amber Walker,District,2547363,80,79,3999
F,12th,Rodriguez,11,28071,Sarah Obrien,District,2547363,61,80,3999
F,12th,Rodriguez,11,29787,Jamie Crawford,District,2547363,67,80,3999
F,12th,Rodriguez,11,28081,Krystal Donovan,District,2547363,71,80,3999
F,12th,Rodriguez,11,26070,Rebecca Kennedy,District,2547363,79,80,3999
F,12th,Rodriguez,11,28428,Jennifer Parker,District,2547363,83,80,3999
F,12th,Rodriguez,11,26918,Jacqueline Gilbert,District,2547363,84,80,3999
F,12th,Rodriguez,11,29246,Brooke Thompson,District,2547363,86,80,3999
F,12th,Rodriguez,11,27625,Amanda Morales,District,2547363,88,80,3999
F,12th,Rodriguez,11,28523,Jennifer Bishop,District,2547363,89,80,3999
F,12th,Rodriguez,11,26905,Emily Edwards,District,2547363,92,80,3999
F,12th,Rodriguez,11,26275,Andrea Holt,District,2547363,94,80,3999
F,12th,Rodriguez,11,26681,Katherine Green,District,2547363,94,80,3999
F,12th,Rodriguez,11,29656,Mary Burton,District,2547363,96,80,3999
F,12th,Rodriguez,11,28253,Dr. Kathryn Riley,District,2547363,97,80,3999
F,12th,Rodriguez,11,26540,Jacqueline Hobbs,District,2547363,97,80,3999
F,12th,Rodriguez,11,27574,Angela Murillo,District,2547363,98,80,3999
F,12th,Rodriguez,11,26671,Hannah Lawrence,District,2547363,56,81,3999
F,12th,Rodriguez,11,28806,Jade Anderson,District,2547363,60,81,3999
F,12th,Rodriguez,11,26266,Laura Rodriguez,District,2547363,61,81,3999
F,12th,Rodriguez,11,26416,Lisa Rich,District,2547363,62,81,3999
F,12th,Rodriguez,11,26213,Emily Shannon,District,2547363,67,81,3999
F,12th,Rodriguez,11,27559,Darlene Quinn,District,2547363,86,81,3999
F,12th,Rodriguez,11,29315,Linda Smith,District,2547363,91,81,3999
F,12th,Rodriguez,11,26806,Sarah Brown,District,2547363,92,81,3999
F,12th,Rodriguez,11,29972,Denise Watson,District,2547363,94,81,3999
F,12th,Rodriguez,11,27059,Mary Bender,District,2547363,95,81,3999
F,12th,Rodriguez,11,29868,Erin Sandoval,District,2547363,98,81,3999
F,12th,Rodriguez,11,29759,Tara Townsend,District,2547363,59,82,3999
F,12th,Rodriguez,11,26859,Tamara Ortiz,District,2547363,63,82,3999
F,12th,Rodriguez,11,26410,Anna Gonzales,District,2547363,64,82,3999
F,12th,Rodriguez,11,27194,Erica Walters,District,2547363,65,82,3999
F,12th,Rodriguez,11,26632,Sylvia Harris,District,2547363,66,82,3999
F,12th,Rodriguez,11,27136,Karina Sanders,District,2547363,72,82,3999
F,12th,Rodriguez,11,26742,Jillian Knapp,District,2547363,74,82,3999
F,12th,Rodriguez,11,28817,Christina Short,District,2547363,78,82,3999
F,12th,Rodriguez,11,29414,Sabrina Thompson,District,2547363,84,82,3999
F,12th,Rodriguez,11,28873,Brittany Bradley,District,2547363,95,82,3999
F,12th,Rodriguez,11,26265,Samantha Williamson,District,2547363,95,82,3999
F,12th,Rodriguez,11,26288,Jessica Martinez,District,2547363,55,83,3999
F,12th,Rodriguez,11,27436,Alison Cox,District,2547363,63,83,3999
F,12th,Rodriguez,11,27506,Natasha Anderson,District,2547363,73,83,3999
F,12th,Rodriguez,11,26056,Tina Campbell,District,2547363,86,83,3999
F,12th,Rodriguez,11,26624,Jenna Christensen,District,2547363,88,83,3999
F,12th,Rodriguez,11,28737,Sarah Hughes,District,2547363,91,83,3999
F,12th,Rodriguez,11,27165,Cathy Bullock,District,2547363,93,83,3999
F,12th,Rodriguez,11,27644,Kelly Clark,District,2547363,94,83,3999
F,12th,Rodriguez,11,28419,Alexandra Garcia,District,2547363,95,83,3999
F,12th,Rodriguez,11,26061,Sarah Young DDS,District,2547363,96,83,3999
F,12th,Rodriguez,11,28217,Tammy Powell,District,2547363,63,84,3999
F,12th,Rodriguez,11,28138,Ashley Serrano,District,2547363,68,84,3999
F,12th,Rodriguez,11,29293,Nancy Smith,District,2547363,69,84,3999
F,12th,Rodriguez,11,27377,Emily Johnson,District,2547363,72,84,3999
F,12th,Rodriguez,11,27162,Faith Brooks,District,2547363,72,84,3999
F,12th,Rodriguez,11,29450,Stephanie Robinson,District,2547363,73,84,3999
F,12th,Rodriguez,11,29347,Janet Fields,District,2547363,74,84,3999
F,12th,Rodriguez,11,26869,Kaitlyn Moon,District,2547363,75,84,3999
F,12th,Rodriguez,11,27695,Sandra Johnson,District,2547363,81,84,3999
F,12th,Rodriguez,11,27497,Laura Cooper,District,2547363,85,84,3999
F,12th,Rodriguez,11,30027,Sara Smith,District,2547363,85,84,3999
F,12th,Rodriguez,11,28548,Maria Willis,District,2547363,92,84,3999
F,12th,Rodriguez,11,28427,Olivia Hill,District,2547363,94,84,3999
F,12th,Rodriguez,11,28052,Linda Miller,District,2547363,60,85,3999
F,12th,Rodriguez,11,27550,Paula Benton,District,2547363,60,85,3999
F,12th,Rodriguez,11,28946,Kimberly Ray,District,2547363,62,85,3999
F,12th,Rodriguez,11,28106,Kayla Farmer,District,2547363,63,85,3999
F,12th,Rodriguez,11,28692,Kim Lee,District,2547363,64,85,3999
F,12th,Rodriguez,11,26256,Denise Murray,District,2547363,67,85,3999
F,12th,Rodriguez,11,29909,Wendy Williams,District,2547363,79,85,3999
F,12th,Rodriguez,11,26939,Jessica Adams,District,2547363,87,85,3999
F,12th,Rodriguez,11,28987,Sherry Brooks,District,2547363,90,85,3999
F,12th,Rodriguez,11,27334,Patricia Tran,District,2547363,91,85,3999
F,12th,Rodriguez,11,28799,Melissa Palmer,District,2547363,92,85,3999
F,12th,Rodriguez,11,29032,Brianna Sheppard,District,2547363,69,86,3999
F,12th,Rodriguez,11,29926,Diamond Williams,District,2547363,72,86,3999
F,12th,Rodriguez,11,26720,Colleen Hoffman,District,2547363,76,86,3999
F,12th,Rodriguez,11,26848,Dominique Vargas,District,2547363,77,86,3999
F,12th,Rodriguez,11,28450,Melissa Jacobson,District,2547363,77,86,3999
F,12th,Rodriguez,11,27250,Allison Conway,District,2547363,88,86,3999
F,12th,Rodriguez,11,29511,Linda Wilson,District,2547363,91,86,3999
F,12th,Rodriguez,11,29047,Terri Scott,District,2547363,96,86,3999
F,12th,Rodriguez,11,28636,Sue Hill,District,2547363,97,86,3999
F,12th,Rodriguez,11,27139,Jessica Heath,District,2547363,57,87,3999
F,12th,Rodriguez,11,28366,Alicia Adkins,District,2547363,68,87,3999
F,12th,Rodriguez,11,28203,Sarah Avery,District,2547363,71,87,3999
F,12th,Rodriguez,11,26676,Elizabeth Jenkins,District,2547363,85,87,3999
F,12th,Rodriguez,11,28984,Lori Garcia,District,2547363,86,87,3999
F,12th,Rodriguez,11,26891,Miss Christy Harris,District,2547363,98,87,3999
F,12th,Rodriguez,11,26790,Hailey Castro,District,2547363,59,88,3999
F,12th,Rodriguez,11,28714,Jennifer Reid,District,2547363,59,88,3999
F,12th,Rodriguez,11,26395,Jennifer Johnson,District,2547363,60,88,3999
F,12th,Rodriguez,11,29328,Heather Schwartz,District,2547363,64,88,3999
F,12th,Rodriguez,11,27409,Teresa Campbell,District,2547363,65,88,3999
F,12th,Rodriguez,11,27937,Debra Moran,District,2547363,67,88,3999
F,12th,Rodriguez,11,29138,Carla Smith,District,2547363,78,88,3999
F,12th,Rodriguez,11,26589,Colleen Lara,District,2547363,79,88,3999
F,12th,Rodriguez,11,27346,Lisa Burke,District,2547363,81,88,3999
F,12th,Rodriguez,11,27249,Emily Goodman,District,2547363,82,88,3999
F,12th,Rodriguez,11,29056,Amanda Moss,District,2547363,83,88,3999
F,12th,Rodriguez,11,29316,Sharon Hill,District,2547363,83,88,3999
F,12th,Rodriguez,11,29066,Sara Serrano,District,2547363,86,88,3999
F,12th,Rodriguez,11,28004,Tamara Young,District,2547363,86,88,3999
F,12th,Rodriguez,11,26988,Monica Summers,District,2547363,91,88,3999
F,12th,Rodriguez,11,29466,Miranda Taylor,District,2547363,93,88,3999
F,12th,Rodriguez,11,28599,Courtney Davis,District,2547363,94,88,3999
F,12th,Rodriguez,11,28156,Brittany Williams,District,2547363,96,88,3999
F,12th,Rodriguez,11,26641,Heather Allen,District,2547363,77,89,3999
F,12th,Rodriguez,11,27374,Diana Flores,District,2547363,84,89,3999
F,12th,Rodriguez,11,26621,Karen Barrera,District,2547363,84,89,3999
F,12th,Rodriguez,11,29973,Emily Sawyer,District,2547363,91,89,3999
F,12th,Rodriguez,11,28126,Angela Garner,District,2547363,93,89,3999
F,12th,Rodriguez,11,28009,Jill Carter,District,2547363,95,89,3999
F,12th,Rodriguez,11,28958,Veronica Lawrence,District,2547363,95,89,3999
F,12th,Rodriguez,11,29323,Tracey Lopez,District,2547363,57,90,3999
F,12th,Rodriguez,11,26999,Michelle Rodriguez,District,2547363,58,90,3999
F,12th,Rodriguez,11,27217,Katherine Page,District,2547363,62,90,3999
F,12th,Rodriguez,11,28289,Carol Thompson,District,2547363,78,90,3999
F,12th,Rodriguez,11,28687,Molly Jackson,District,2547363,80,90,3999
F,12th,Rodriguez,11,26507,Kimberly Evans,District,2547363,82,90,3999
F,12th,Rodriguez,11,26385,Tiffany Jones,District,2547363,82,90,3999
F,12th,Rodriguez,11,26436,Diane Parker,District,2547363,86,90,3999
F,12th,Rodriguez,11,28535,Stacey Lane,District,2547363,88,90,3999
F,12th,Rodriguez,11,26699,Chelsea Moore,District,2547363,93,90,3999
F,12th,Rodriguez,11,29199,Julie Meyer,District,2547363,96,90,3999
F,12th,Rodriguez,11,27891,Miss Mary Sloan,District,2547363,56,91,3999
F,12th,Rodriguez,11,27061,Darlene Mckee,District,2547363,59,91,3999
F,12th,Rodriguez,11,29502,Nicole Cannon,District,2547363,68,91,3999
F,12th,Rodriguez,11,29159,Ashley Morrison,District,2547363,72,91,3999
F,12th,Rodriguez,11,29558,Anna Olson,District,2547363,82,91,3999
F,12th,Rodriguez,11,26498,Brittany Allen,District,2547363,85,91,3999
F,12th,Rodriguez,11,29389,Kayla Ryan,District,2547363,94,91,3999
F,12th,Rodriguez,11,27521,Virginia Potts,District,2547363,99,91,3999
F,12th,Rodriguez,11,26045,Katelyn Valencia,District,2547363,61,92,3999
F,12th,Rodriguez,11,27223,Tina Goodman,District,2547363,61,92,3999
F,12th,Rodriguez,11,28285,Traci Burch,District,2547363,64,92,3999
F,12th,Rodriguez,11,27983,Cynthia Montoya,District,2547363,69,92,3999
F,12th,Rodriguez,11,26690,Wendy Lopez,District,2547363,69,92,3999
F,12th,Rodriguez,11,29697,Denise Johnson,District,2547363,70,92,3999
F,12th,Rodriguez,11,28508,Kimberly Le,District,2547363,83,92,3999
F,12th,Rodriguez,11,27070,Brandi Manning,District,2547363,89,92,3999
F,12th,Rodriguez,11,29946,Kaylee Gibson,District,2547363,96,92,3999
F,12th,Rodriguez,11,27414,Sarah Anderson,District,2547363,57,93,3999
F,12th,Rodriguez,11,27600,Stacy Dillon,District,2547363,63,93,3999
F,12th,Rodriguez,11,26857,Amanda Chapman,District,2547363,68,93,3999
F,12th,Rodriguez,11,29269,Michelle Hayes,District,2547363,68,93,3999
F,12th,Rodriguez,11,27035,Dawn Webb,District,2547363,85,93,3999
F,12th,Rodriguez,11,26896,Susan Norris,District,2547363,85,93,3999
F,12th,Rodriguez,11,27955,Andrea King,District,2547363,91,93,3999
F,12th,Rodriguez,11,27830,Leslie Green,District,2547363,92,93,3999
F,12th,Rodriguez,11,28436,Megan Miller,District,2547363,61,94,3999
F,12th,Rodriguez,11,28336,Melissa Santiago,District,2547363,76,94,3999
F,12th,Rodriguez,11,26435,Amy Owen,District,2547363,77,94,3999
F,12th,Rodriguez,11,29676,Peggy Duffy,District,2547363,86,94,3999
F,12th,Rodriguez,11,27202,Michelle Duncan,District,2547363,96,94,3999
F,12th,Rodriguez,11,28811,Michelle Nelson,District,2547363,99,94,3999
F,12th,Rodriguez,11,26415,Abigail Calhoun,District,2547363,55,95,3999
F,12th,Rodriguez,11,26814,Julie Haas,District,2547363,55,95,3999
F,12th,Rodriguez,11,28221,Cathy Jones,District,2547363,56,95,3999
F,12th,Rodriguez,11,29503,Danielle Cook MD,District,2547363,57,95,3999
F,12th,Rodriguez,11,28069,Valerie Sharp,District,2547363,57,95,3999
F,12th,Rodriguez,11,27364,Samantha Chambers,District,2547363,65,95,3999
F,12th,Rodriguez,11,27853,Sophia Conley,District,2547363,82,95,3999
F,12th,Rodriguez,11,27581,Rebecca Norman,District,2547363,92,95,3999
F,12th,Rodriguez,11,28867,Whitney Gordon,District,2547363,92,95,3999
F,12th,Rodriguez,11,28283,Katelyn Elliott,District,2547363,95,95,3999
F,12th,Rodriguez,11,27425,Sherry Green,District,2547363,95,95,3999
F,12th,Rodriguez,11,27936,Erin Pham,District,2547363,64,96,3999
F,12th,Rodriguez,11,29825,Julie Green,District,2547363,65,96,3999
F,12th,Rodriguez,11,27174,Ms. Karen Villegas MD,District,2547363,66,96,3999
F,12th,Rodriguez,11,27543,Sherry Smith,District,2547363,71,96,3999
F,12th,Rodriguez,11,29565,Teresa Carter,District,2547363,72,96,3999
F,12th,Rodriguez,11,26817,Lindsay Meyer,District,2547363,79,96,3999
F,12th,Rodriguez,11,29750,Julia Williams,District,2547363,80,96,3999
F,12th,Rodriguez,11,27702,Sandra Duncan,District,2547363,98,96,3999
F,12th,Rodriguez,11,29375,Linda Jenkins,District,2547363,61,97,3999
F,12th,Rodriguez,11,27890,Michelle Walton,District,2547363,63,97,3999
F,12th,Rodriguez,11,28271,Wendy Boyd,District,2547363,64,97,3999
F,12th,Rodriguez,11,28782,Alexis Miller,District,2547363,69,97,3999
F,12th,Rodriguez,11,28091,Patricia Foster,District,2547363,69,97,3999
F,12th,Rodriguez,11,26877,Megan Lin,District,2547363,73,97,3999
F,12th,Rodriguez,11,29212,Natasha Harding,District,2547363,78,97,3999
F,12th,Rodriguez,11,30032,Hayley Snyder,District,2547363,79,97,3999
F,12th,Rodriguez,11,29153,Sara Heath,District,2547363,81,97,3999
F,12th,Rodriguez,11,26317,Norma Haynes,District,2547363,84,97,3999
F,12th,Rodriguez,11,28047,Stacey Baird,District,2547363,84,97,3999
F,12th,Rodriguez,11,26888,Samantha Lewis,District,2547363,88,97,3999
F,12th,Rodriguez,11,29510,Lori Chavez,District,2547363,97,97,3999
F,12th,Rodriguez,11,27173,Anita Cox,District,2547363,98,97,3999
F,12th,Rodriguez,11,26267,Brianna Ingram,District,2547363,98,97,3999
F,12th,Rodriguez,11,29726,Brandy Anderson,District,2547363,56,98,3999
F,12th,Rodriguez,11,27713,Krystal Crosby,District,2547363,58,98,3999
F,12th,Rodriguez,11,28080,Ashlee Williams,District,2547363,64,98,3999
F,12th,Rodriguez,11,29937,Janet Davis,District,2547363,86,98,3999
F,12th,Rodriguez,11,27456,Dawn Wolfe,District,2547363,91,98,3999
F,12th,Rodriguez,11,29871,Michelle Garcia,District,2547363,95,98,3999
F,12th,Rodriguez,11,26484,Felicia Webb,District,2547363,55,99,3999
F,12th,Rodriguez,11,26984,Amanda Santos,District,2547363,64,99,3999
F,12th,Rodriguez,11,28042,Sarah Durham,District,2547363,70,99,3999
F,12th,Rodriguez,11,26493,Stephanie Michael,District,2547363,70,99,3999
F,12th,Rodriguez,11,27337,Chelsea Bowers,District,2547363,78,99,3999
F,12th,Rodriguez,11,28645,Anne Jones,District,2547363,85,99,3999
F,12th,Rodriguez,11,26377,Melissa Jacobs,District,2547363,89,99,3999
F,12th,Rodriguez,11,26722,Robin Montes,District,2547363,89,99,3999
F,12th,Rodriguez,11,29368,Dawn Wright,District,2547363,90,99,3999
F,12th,Rodriguez,11,28864,Carla Quinn,District,2547363,99,99,3999
F,9th,Bailey,7,18653,Amanda Rodriguez,District,3124928,56,63,4976
F,9th,Bailey,7,19313,Rebecca Chung,District,3124928,56,63,4976
F,9th,Bailey,7,22096,Hannah Hicks,District,3124928,58,63,4976
F,9th,Bailey,7,22017,Allison White,District,3124928,59,63,4976
F,9th,Bailey,7,19148,Michelle Murray,District,3124928,62,63,4976
F,9th,Bailey,7,22243,Grace Harrison,District,3124928,63,63,4976
F,9th,Bailey,7,19246,Samantha Martin,District,3124928,64,63,4976
F,9th,Bailey,7,20768,Kelsey Smith,District,3124928,65,63,4976
F,9th,Bailey,7,18623,Joyce Roberts,District,3124928,74,63,4976
F,9th,Bailey,7,19856,Mallory Anderson,District,3124928,74,63,4976
F,9th,Bailey,7,19075,Adriana Smith,District,3124928,83,63,4976
F,9th,Bailey,7,22119,Laura Miller,District,3124928,86,63,4976
F,9th,Bailey,7,18474,Terri Miller,District,3124928,86,63,4976
F,9th,Bailey,7,21674,Molly Mason,District,3124928,87,63,4976
F,9th,Bailey,7,22145,Amy Rice,District,3124928,91,63,4976
F,9th,Bailey,7,19933,Christine Johnson,District,3124928,94,63,4976
F,9th,Bailey,7,18522,Kristine Kelly,District,3124928,94,63,4976
F,9th,Bailey,7,22774,Michelle Ramos,District,3124928,99,63,4976
F,9th,Bailey,7,19180,Dawn Martinez,District,3124928,56,64,4976
F,9th,Bailey,7,18576,Stephanie Howard MD,District,3124928,56,64,4976
F,9th,Bailey,7,19775,Kendra Yang,District,3124928,57,64,4976
F,9th,Bailey,7,19835,Megan Olson,District,3124928,60,64,4976
F,9th,Bailey,7,19742,Marie Hernandez,District,3124928,61,64,4976
F,9th,Bailey,7,20632,Julie Allison,District,3124928,64,64,4976
F,9th,Bailey,7,22589,Kayla Petersen,District,3124928,64,64,4976
F,9th,Bailey,7,19682,Becky Jones,District,3124928,69,64,4976
F,9th,Bailey,7,21011,Angela Jones,District,3124928,72,64,4976
F,9th,Bailey,7,20364,Natalie Whitaker,District,3124928,73,64,4976
F,9th,Bailey,7,20173,April Trujillo,District,3124928,74,64,4976
F,9th,Bailey,7,19669,Amy Moore,District,3124928,75,64,4976
F,9th,Bailey,7,19826,Heather Smith,District,3124928,75,64,4976
F,9th,Bailey,7,22293,Breanna Moore,District,3124928,77,64,4976
F,9th,Bailey,7,18674,Jaclyn Cobb,District,3124928,79,64,4976
F,9th,Bailey,7,20877,Diana Phelps,District,3124928,82,64,4976
F,9th,Bailey,7,22080,Anita Scott,District,3124928,85,64,4976
F,9th,Bailey,7,22030,Sydney Kim,District,3124928,90,64,4976
F,9th,Bailey,7,20831,Jennifer Mcguire,District,3124928,91,64,4976
F,9th,Bailey,7,18401,Katherine Dean,District,3124928,97,64,4976
F,9th,Bailey,7,18460,Sarah Hodge,District,3124928,57,65,4976
F,9th,Bailey,7,19385,Karina Lee,District,3124928,58,65,4976
F,9th,Bailey,7,20553,Ashley Weiss,District,3124928,63,65,4976
F,9th,Bailey,7,22507,Mary Acevedo,District,3124928,68,65,4976
F,9th,Bailey,7,20779,Samantha Scott,District,3124928,70,65,4976
F,9th,Bailey,7,21685,Kendra Ward,District,3124928,72,65,4976
F,9th,Bailey,7,18461,Amber Blevins,District,3124928,78,65,4976
F,9th,Bailey,7,18178,Erin Hale,District,3124928,78,65,4976
F,9th,Bailey,7,18120,Melissa Bowman,District,3124928,78,65,4976
F,9th,Bailey,7,21418,Kimberly Collins,District,3124928,81,65,4976
F,9th,Bailey,7,17980,Valerie May,District,3124928,81,65,4976
F,9th,Bailey,7,19145,Jennifer Butler,District,3124928,85,65,4976
F,9th,Bailey,7,19046,Taylor Medina,District,3124928,90,65,4976
F,9th,Bailey,7,19816,Linda Graves,District,3124928,91,65,4976
F,9th,Bailey,7,20138,Sarah Robinson,District,3124928,94,65,4976
F,9th,Bailey,7,18296,Bianca Boyer,District,3124928,55,66,4976
F,9th,Bailey,7,20615,Gina Aguilar,District,3124928,56,66,4976
F,9th,Bailey,7,21204,Meagan Whitney,District,3124928,56,66,4976
F,9th,Bailey,7,18282,Chloe Downs,District,3124928,58,66,4976
